# Time,Theta 1,Theta 2,Tape Position,Tape Speed,Tension Arm 1 Height,Tension Arm 2 Height
1.6170000076e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6190000534e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6210000992e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6230001450e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6250000000e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6270000458e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6290000916e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6310001373e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6329999924e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6350000381e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6370000839e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6390001297e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6409999847e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6430000305e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6450000763e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6470001221e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6490001678e+01,4.4718270302e+00,4.4967556000e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6510000229e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6530000687e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6550001144e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6570001602e+01,4.4718270302e+00,4.4967556000e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6590000153e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6610000610e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6650001526e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6670000076e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6690000534e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6710000992e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6730001450e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6750000000e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6770000458e+01,4.4718270302e+00,4.4967556000e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6790000916e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6810001373e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6829999924e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6850000381e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6870000839e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6890001297e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6910001755e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6930000305e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6950000763e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6970001221e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6990001678e+01,4.4718270302e+00,4.4971394539e+00,0.0000000000e+00,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
