1.1580,-0.0012,0.0163,-0.0108,0.1764,0.0000,0.0000
1.1780,-0.0010,0.0163,-0.0061,0.1764,0.0000,0.0000
1.1980,-0.0009,0.0163,0.0095,0.1764,0.0000,0.0000
1.2180,-0.0008,0.0163,-0.0123,0.1764,0.0000,0.0000
1.2380,-0.0008,0.0163,0.0100,0.1764,0.0000,0.0000
1.2580,-0.0007,0.0163,0.0094,0.1764,0.0000,0.0000
1.2780,0.0012,0.0163,-0.0111,0.1764,0.0000,0.0000
1.2980,-0.0006,0.0163,0.0083,0.1764,0.0000,0.0000
1.3180,-0.0005,0.0163,0.0095,0.1764,0.0000,0.0000
1.3380,-0.0005,0.0163,0.0100,0.1764,0.0000,0.0000
1.3580,-0.0004,0.0245,0.0113,0.1764,0.0000,0.0000
1.3780,0.0014,0.0163,0.0076,0.1764,0.0000,0.0000
1.3980,-0.0004,0.0163,-0.0069,0.1764,0.0000,0.0000
1.4180,-0.0003,0.0163,-0.0093,0.1764,0.0000,0.0000
1.4380,0.0015,0.0163,0.0114,0.1764,0.0000,0.0000
1.4580,-0.0003,0.0163,-0.0109,0.1764,0.0000,0.0000
1.4780,-0.0003,0.0163,-0.0075,0.1764,0.0000,0.0000
1.4980,-0.0002,0.0163,-0.0035,0.1764,0.0000,0.0000
1.5180,-0.0002,0.0163,-0.0061,0.1764,0.0000,0.0000
1.5380,-0.0002,0.0163,-0.0082,0.1764,0.0000,0.0000
1.5580,-0.0002,0.0163,0.0111,0.1764,0.0000,0.0000
1.5780,-0.0001,0.0163,-0.0074,0.1764,0.0000,0.0000
1.5980,-0.0001,0.0163,-0.0080,0.1764,0.0000,0.0000
1.6180,-0.0001,0.0163,0.0108,0.1764,0.0000,0.0000
1.6380,-0.0001,0.0163,0.0120,0.1764,0.0000,0.0000
1.6580,-0.0001,0.0163,0.0090,0.1764,0.0000,0.0000
1.6780,-0.0001,0.0163,0.0082,0.1764,0.0000,0.0000
1.6980,-0.0001,0.0163,-0.0126,0.1764,0.0000,0.0000
1.7180,-0.0000,0.0163,-0.0067,0.1764,0.0000,0.0000
1.7380,-0.0000,0.0163,-0.0035,0.1764,0.0000,0.0000
1.7580,-0.0000,0.0163,-0.0043,0.1764,0.0000,0.0000
1.7780,-0.0000,0.0163,-0.0064,0.1764,0.0000,0.0000
1.7980,-0.0000,0.0163,-0.0091,0.1764,0.0000,0.0000
1.8180,-0.0000,0.0163,0.0117,0.1764,0.0000,0.0000
1.8380,-0.0000,0.0245,0.0119,0.1764,0.0000,0.0000
1.8579,-0.0000,0.0163,0.0129,0.1764,0.0000,0.0000
1.8780,-0.0000,0.0163,0.0126,0.1764,0.0000,0.0000
1.8980,-0.0000,0.0163,-0.0091,0.1764,0.0000,0.0000
1.9180,-0.0000,0.0163,0.0087,0.1764,0.0000,0.0000
1.9380,-0.0000,0.0245,-0.0102,0.1764,0.0000,0.0000
1.9580,-0.0000,0.0163,-0.0089,0.1764,0.0000,0.0000
1.9780,-0.0000,0.0163,-0.0093,0.1764,0.0000,0.0000
1.9980,-0.0000,0.0163,0.0054,0.1764,0.0000,0.0000
2.0180,-0.0000,0.0163,0.0076,0.1764,0.0000,0.0000
2.0380,-0.0000,0.0163,0.0065,0.1764,0.0000,0.0000
2.0580,-0.0000,0.0163,-0.0084,0.1764,0.0000,0.0000
2.0780,-0.0000,0.0163,0.0135,0.1764,0.0000,0.0000
2.0980,-0.0000,0.0163,0.0140,0.1764,0.0000,0.0000
2.1180,-0.0000,0.0163,-0.0113,0.1764,0.0000,0.0000
2.1380,-0.0000,0.0163,0.0120,0.1764,0.0000,0.0000
2.1579,-0.0000,0.0163,-0.0059,0.1764,0.0000,0.0000
2.1780,-0.0000,0.0163,-0.0041,0.1764,0.0000,0.0000
2.1980,-0.0000,0.0163,0.0126,0.1764,0.0000,0.0000
2.2180,-0.0000,0.0163,-0.0097,0.1764,0.0000,0.0000
2.2380,-0.0000,0.0163,-0.0089,0.1764,0.0000,0.0000
2.2580,-0.0000,0.0163,0.0111,0.1764,0.0000,0.0000
2.2780,-0.0000,0.0163,-0.0070,0.1764,0.0000,0.0000
2.2980,-0.0000,0.0163,-0.0093,0.1764,0.0000,0.0000
2.3180,-0.0000,0.0245,0.0120,0.1764,0.0000,0.0000
2.3380,-0.0000,0.0163,0.0055,0.1764,0.0000,0.0000
2.3580,-0.0000,0.0163,0.0089,0.1764,0.0000,0.0000
2.3780,-0.0000,0.0163,-0.0082,0.1764,0.0000,0.0000
2.3980,-0.0000,0.0163,-0.0072,0.1764,0.0000,0.0000
2.4180,-0.0000,0.0163,-0.0098,0.1764,0.0000,-0.1211
2.4380,-0.0000,0.0163,0.0109,0.1764,2.4236,11.3031
2.4580,-0.0000,0.0163,-0.0112,0.1764,4.8473,21.9891
2.4780,-0.0000,0.0163,-0.0085,0.1764,4.8473,19.8854
2.4980,-0.0000,0.0163,0.0127,0.1764,4.8473,17.7464
2.5180,-0.0000,0.0163,-0.0105,0.1764,4.8473,15.9354
2.5380,-0.0000,0.0163,0.0102,0.1764,4.8473,14.8811
2.5580,-0.0000,0.0163,0.0131,0.1764,2.4236,2.0373
2.5780,-0.0000,0.0163,-0.0078,0.1764,4.8473,13.3775
2.5980,-0.0000,0.0163,-0.0062,0.1764,7.2710,24.0980
2.6180,-0.0000,0.0163,-0.0079,0.1764,9.6947,34.0228
2.6380,-0.0000,0.0163,0.0136,0.1764,9.6947,31.3472
2.6580,-0.0000,0.0163,0.0126,0.1764,9.6947,28.9368
2.6780,-0.0000,0.0245,-0.0085,0.1764,4.8473,3.2199
2.6980,-0.0000,0.0163,-0.0072,0.1764,2.4236,-8.9652
2.7180,-0.0000,0.0163,0.0115,0.1764,2.4236,-7.9799
2.7380,-0.0000,0.0163,0.0116,0.1764,2.4236,-6.6311
2.7580,-0.0000,0.0163,0.0116,0.1764,2.4236,-5.4171
2.7780,-0.0000,0.0163,0.0123,0.1764,4.8473,7.2134
2.7980,-0.0000,0.0163,0.0113,0.1764,4.8473,6.6295
2.8180,-0.0000,0.0245,-0.0086,0.1764,7.2710,17.1731
2.8380,-0.0000,0.0163,0.0089,0.1764,9.6947,26.8297
2.8579,-0.0000,0.0163,0.0113,0.1764,9.6947,23.9126
2.8780,-0.0000,0.0163,-0.0097,0.1764,9.6947,21.2709
2.8980,-0.0000,0.0163,-0.0088,0.1764,9.6947,18.8818
2.9180,-0.0000,0.0163,-0.0075,0.1764,12.1184,28.8455
2.9380,-0.0000,0.0163,-0.0065,0.1764,12.1184,26.6697
2.9580,0.0018,0.0163,-0.0058,0.1764,12.1184,24.6995
