# Time,Theta 1,Theta 2,Tape Position,Tape Speed,Tension Arm 1 Height,Tension Arm 2 Height
3.8480003357e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8500000000e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8520000458e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8540000916e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
3.8560001373e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8580001831e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8600002289e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8620002747e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8640003204e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
3.8660003662e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8680000305e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
3.8700000763e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
3.8720001221e+01,4.5312724113e+00,4.5638713837e+00,3.8779035676e-03,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
