4.7160,0.0000,0.0000,0.0000,0.0000,0.0000
4.7360,0.0000,0.0000,0.0000,0.0000,0.0000
4.7560,0.0000,0.0000,0.0000,0.0000,0.0000
4.7760,0.0000,0.0000,0.0000,0.0000,0.0000
4.7960,0.0000,0.0000,0.0000,0.0000,0.0000
4.8160,0.1916,0.1916,0.1916,0.1916,0.0000
4.8360,0.0000,0.0000,0.0000,0.0000,0.0000
4.8560,0.0000,0.0000,0.0000,0.0000,0.0000
4.8760,0.0000,0.0000,0.0000,0.0000,0.0000
4.8960,0.0000,0.0000,0.0000,0.0000,0.0000
4.9160,0.0000,0.0000,0.0000,0.0000,0.0000
4.9360,0.1916,0.1916,0.1916,0.1916,0.0000
4.9560,0.0000,0.0000,0.0000,0.0000,0.0000
4.9760,-0.1916,-0.1916,-0.1916,-0.1916,0.0000
4.9960,0.0000,0.0000,0.0000,0.0000,0.0000
5.0160,0.0000,0.0000,0.0000,0.0000,0.0000
5.0360,0.1916,0.1916,0.1916,0.1916,0.0000
5.0560,0.0000,0.0000,0.0000,0.0000,0.0000
5.0760,0.0000,0.0000,0.0000,0.0000,0.0000
5.0960,0.0000,0.0000,0.0000,0.0000,0.0000
5.1160,0.0000,0.0000,0.0000,0.0000,0.0000
5.1360,0.1916,0.1916,0.1916,0.1916,0.0000
5.1560,0.0000,0.0000,0.0000,0.0000,0.0000
5.1760,-0.1916,-0.1916,-0.1916,-0.1916,0.0000
5.1960,0.0000,0.0000,0.0000,0.0000,0.0000
5.2160,0.0000,0.0000,0.0000,0.0000,0.0000
5.2360,0.0000,0.0000,0.0000,0.0000,0.0000
5.2560,0.0000,0.0000,0.0000,0.0000,0.0000
5.2760,0.1916,0.1916,0.1916,0.1916,0.0000
5.2960,0.0000,0.0000,0.0000,0.0000,0.0000
5.3160,0.1916,0.1916,0.1916,0.1916,0.0000
5.3360,0.1916,0.1916,0.1916,0.1916,0.0000
5.3560,0.1916,0.1916,0.1916,0.1916,0.0000
5.3760,0.0000,0.0000,0.0000,0.0000,0.0000
5.3960,0.0000,0.0000,0.0000,0.0000,0.0000
5.4160,0.1916,0.1916,0.1916,0.1916,0.0000
5.4360,0.0000,0.0000,0.0000,0.0000,0.0000
5.4560,0.0000,0.0000,0.0000,0.0000,0.0000
5.4760,0.0000,0.0000,0.0000,0.0000,0.0000
5.4960,0.0000,0.0000,0.0000,0.0000,0.0000
