# Time,Theta 1,Theta 2,Tape Position,Tape Speed,Tension Arm 1 Height,Tension Arm 2 Height
1.5974800110e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.5976800537e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.5978800964e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5980801392e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.5982800293e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.5984800720e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.5986801147e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5988800049e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5990800476e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5992800903e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.5994801331e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5996800232e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.5998800659e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6000801086e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6002801514e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6004800415e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6006800842e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6008801270e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6010800171e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6012800598e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6014801025e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6016801453e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6018800354e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6020800781e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6022801208e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6024800110e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6026800537e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6028800964e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6030801392e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6032800293e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6034800720e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6036801147e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6038800049e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6040800476e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6042800903e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6044801331e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6046800232e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.2605042756e-01
1.6048800659e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6050801086e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6052801514e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,1.6393441707e-02,1.1764705926e-01
1.6054800415e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
1.6056800842e+02,6.0385007858e+00,6.2160696983e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.2605042756e-01
1.6058801270e+02,6.0385007858e+00,6.2164530754e+00,-3.2315863064e-04,0.0000000000e+00,2.4590164423e-02,1.1764705926e-01
