4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1544406414e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1544406414e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1544406414e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1544406414e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7648353577e+00,3.1548240185e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.7644515038e+00,3.1552076340e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
